2643,2
e064,f0,a5
e065,f0,a6
e066,f0,a7
e067,f0,a8
e068,f0,a9
e069,f0,aa
e06a,f0,ab
e06b,f0,ac
e06c,f0,ad
e06d,f0,ae
e06e,f0,af
e06f,f0,b0
e070,f0,b1
e071,f0,b2
e072,f0,b3
e073,f0,b4
e074,f0,b5
e075,f0,b6
e076,f0,b7
e077,f0,b8
e078,f0,b9
e079,f0,ba
e07a,f0,bb
e07b,f0,bc
e07c,f0,bd
e07d,f0,be
e07e,f0,bf
e07f,f0,c0
e080,f0,c1
e081,f0,c2
e082,f0,c3
e083,f0,c4
e084,f0,c5
e085,f0,c6
e086,f0,c7
e087,f0,c8
e088,f0,c9
e089,f0,ca
e08a,f0,cb
e08b,f0,cc
e08c,f0,cd
e08d,f0,ce
e08e,f0,cf
e08f,f0,d0
e090,f0,d1
e091,f0,d2
e092,f0,d3
e093,f0,d4
e094,f0,d5
e095,f0,d6
e096,f0,d7
e097,f0,d8
e098,f0,d9
e099,f0,da
e09a,f0,db
e09b,f0,dc
e09c,f0,dd
e09d,f0,de
e09e,f0,df
e09f,f0,e0
e0a0,f0,e1
e0a1,f0,e2
e0a2,f0,e3
e0a3,f0,e4
e0a4,f0,e5
e0a5,f0,e6
e0a6,f0,e7
e0a7,f0,e8
e0a8,f0,e9
e0a9,f0,ea
e0aa,f0,eb
e0ab,f0,ec
e0ac,f0,ed
e0ad,f0,ee
e0ae,f0,ef
e0af,f0,f0
e0b0,f0,f1
e0b1,f0,f2
e0b2,f0,f3
e0b3,f0,f4
e0b4,f0,f5
e0b5,f0,f6
e0b6,f0,f7
e0b7,f0,f8
e0b8,f0,f9
e0b9,f0,fa
e0ba,f0,fb
e0bb,f0,fc
e0bc,f1,40
e0bd,f1,41
e0be,f1,42
e0bf,f1,43
e0c0,f1,44
e0c1,f1,45
e0c2,f1,46
e0c3,f1,47
e0c4,f1,48
e0c5,f1,49
e0c6,f1,4a
e0c7,f1,4b
e0c8,f1,4c
e0c9,f1,4d
e0ca,f1,4e
e0cb,f1,4f
e0cc,f1,50
e0cd,f1,51
e0ce,f1,52
e0cf,f1,53
e0d0,f1,54
e0d1,f1,55
e0d2,f1,56
e0d3,f1,57
e0d4,f1,58
e0d5,f1,59
e0d6,f1,5a
e0d7,f1,5b
e0d8,f1,5c
e0d9,f1,5d
e0da,f1,5e
e0db,f1,5f
e0dc,f1,60
e0dd,f1,61
e0de,f1,62
e0df,f1,63
e0e0,f1,64
e0e1,f1,65
e0e2,f1,66
e0e3,f1,67
e0e4,f1,68
e0e5,f1,69
e0e6,f1,6a
e0e7,f1,6b
e0e8,f1,6c
e0e9,f1,6d
e0ea,f1,6e
e0eb,f1,6f
e0ec,f1,70
e0ed,f1,71
e0ee,f1,72
e0ef,f1,73
e0f0,f1,74
e0f1,f1,75
e0f2,f1,76
e0f3,f1,77
e0f4,f1,78
e0f5,f1,79
e0f6,f1,7a
e0f7,f1,7b
e0f8,f1,7c
e0f9,f1,7d
e0fa,f1,7e
e0fb,f1,80
e0fc,f1,81
e0fd,f1,82
e0fe,f1,83
e0ff,f1,84
e100,f1,85
e101,f1,86
e102,f1,87
e103,f1,88
e104,f1,89
e105,f1,8a
e106,f1,8b
e107,f1,8c
e108,f1,8d
e109,f1,8e
e10a,f1,8f
e10b,f1,90
e10c,f1,91
e10d,f1,92
e10e,f1,93
e10f,f1,94
e110,f1,95
e111,f1,96
e112,f1,97
e113,f1,98
e114,f1,99
e115,f1,9a
e116,f1,9b
e117,f1,9c
e118,f1,9d
e119,f1,9e
e11a,f1,9f
e11b,f1,a0
e11c,f1,a1
e11d,f1,a2
e11e,f1,a3
e11f,f1,a4
e120,f1,a5
e121,f1,a6
e122,f1,a7
e123,f1,a8
e124,f1,a9
e125,f1,aa
e126,f1,ab
e127,f1,ac
e128,f1,ad
e129,f1,ae
e12a,f1,af
e12b,f1,b0
e12c,f1,b1
e12d,f1,b2
e12e,f1,b3
e12f,f1,b4
e130,f1,b5
e131,f1,b6
e132,f1,b7
e133,f1,b8
e134,f1,b9
e135,f1,ba
e136,f1,bb
e137,f1,bc
e138,f1,bd
e139,f1,be
e13a,f1,bf
e13b,f1,c0
e13c,f1,c1
e13d,f1,c2
e13e,f1,c3
e13f,f1,c4
e140,f1,c5
e141,f1,c6
e142,f1,c7
e143,f1,c8
e144,f1,c9
e145,f1,ca
e146,f1,cb
e147,f1,cc
e148,f1,cd
e149,f1,ce
e14a,f1,cf
e14b,f1,d0
e14c,f1,d1
e14d,f1,d2
e14e,f1,d3
e14f,f1,d4
e150,f1,d5
e151,f1,d6
e152,f1,d7
e153,f1,d8
e154,f1,d9
e155,f1,da
e156,f1,db
e157,f1,dc
e158,f1,dd
e159,f1,de
e15a,f1,df
e15b,f1,e0
e15c,f1,e1
e15d,f1,e2
e15e,f1,e3
e15f,f1,e4
e160,f1,e5
e161,f1,e6
e162,f1,e7
e163,f1,e8
e164,f1,e9
e165,f1,ea
e166,f1,eb
e167,f1,ec
e168,f1,ed
e169,f1,ee
e16a,f1,ef
e16b,f1,f0
e16c,f1,f1
e16d,f1,f2
e16e,f1,f3
e16f,f1,f4
e170,f1,f5
e171,f1,f6
e172,f1,f7
e173,f1,f8
e174,f1,f9
e175,f1,fa
e176,f1,fb
e177,f1,fc
e178,f2,40
e179,f2,41
e17a,f2,42
e17b,f2,43
e17c,f2,44
e17d,f2,45
e17e,f2,46
e17f,f2,47
e180,f2,48
e181,f2,49
e182,f2,4a
e183,f2,4b
e184,f2,4c
e185,f2,4d
e186,f2,4e
e187,f2,4f
e188,f2,50
e189,f2,51
e18a,f2,52
e18b,f2,53
e18c,f2,54
e18d,f2,55
e18e,f2,56
e18f,f2,57
e190,f2,58
e191,f2,59
e192,f2,5a
e193,f2,5b
e194,f2,5c
e195,f2,5d
e196,f2,5e
e197,f2,5f
e198,f2,60
e199,f2,61
e19a,f2,62
e19b,f2,63
e19c,f2,64
e19d,f2,65
e19e,f2,66
e19f,f2,67
e1a0,f2,68
e1a1,f2,69
e1a2,f2,6a
e1a3,f2,6b
e1a4,f2,6c
e1a5,f2,6d
e1a6,f2,6e
e1a7,f2,6f
e1a8,f2,70
e1a9,f2,71
e1aa,f2,72
e1ab,f2,73
e1ac,f2,74
e1ad,f2,75
e1ae,f2,76
e1af,f2,77
e1b0,f2,78
e1b1,f2,79
e1b2,f2,7a
e1b3,f2,7b
e1b4,f2,7c
e1b5,f2,7d
e1b6,f2,7e
e1b7,f2,80
e1b8,f2,81
e1b9,f2,82
e1ba,f2,83
e1bb,f2,84
e1bc,f2,85
e1bd,f2,86
e1be,f2,87
e1bf,f2,88
e1c0,f2,89
e1c1,f2,8a
e1c2,f2,8b
e1c3,f2,8c
e1c4,f2,8d
e1c5,f2,8e
e1c6,f2,8f
e1c7,f2,90
e1c8,f2,91
e1c9,f2,92
e1ca,f2,93
e1cb,f2,94
e1cc,f2,95
e1cd,f2,96
e1ce,f2,97
e1cf,f2,98
e1d0,f2,99
e1d1,f2,9a
e1d2,f2,9b
e1d3,f2,9c
e1d4,f2,9d
e1d5,f2,9e
e1d6,f2,9f
e1d7,f2,a0
e1d8,f2,a1
e1d9,f2,a2
e1da,f2,a3
e1db,f2,a4
e1dc,f2,a5
e1dd,f2,a6
e1de,f2,a7
e1df,f2,a8
e1e0,f2,a9
e1e1,f2,aa
e1e2,f2,ab
e1e3,f2,ac
e1e4,f2,ad
e1e5,f2,ae
e1e6,f2,af
e1e7,f2,b0
e1e8,f2,b1
e1e9,f2,b2
e1ea,f2,b3
e1eb,f2,b4
e1ec,f2,b5
e1ed,f2,b6
e1ee,f2,b7
e1ef,f2,b8
e1f0,f2,b9
e1f1,f2,ba
e1f2,f2,bb
e1f3,f2,bc
e1f4,f2,bd
e1f5,f2,be
e1f6,f2,bf
e1f7,f2,c0
e1f8,f2,c1
e1f9,f2,c2
e1fa,f2,c3
e1fb,f2,c4
e1fc,f2,c5
e1fd,f2,c6
e1fe,f2,c7
e1ff,f2,c8
e200,f2,c9
e201,f2,ca
e202,f2,cb
e203,f2,cc
e204,f2,cd
e205,f2,ce
e206,f2,cf
e207,f2,d0
e208,f2,d1
e209,f2,d2
e20a,f2,d3
e20b,f2,d4
e20c,f2,d5
e20d,f2,d6
e20e,f2,d7
e20f,f2,d8
e210,f2,d9
e211,f2,da
e212,f2,db
e213,f2,dc
e214,f2,dd
e215,f2,de
e216,f2,df
e217,f2,e0
e218,f2,e1
e219,f2,e2
e21a,f2,e3
e21b,f2,e4
e21c,f2,e5
e21d,f2,e6
e21e,f2,e7
e21f,f2,e8
e220,f2,e9
e221,f2,ea
e222,f2,eb
e223,f2,ec
e224,f2,ed
e225,f2,ee
e226,f2,ef
e227,f2,f0
e228,f2,f1
e229,f2,f2
e22a,f2,f3
e22b,f2,f4
e22c,f2,f5
e22d,f2,f6
e22e,f2,f7
e22f,f2,f8
e230,f2,f9
e231,f2,fa
e232,f2,fb
e233,f2,fc
e234,f3,40
e235,f3,41
e236,f3,42
e237,f3,43
e238,f3,44
e239,f3,45
e23a,f3,46
e23b,f3,47
e23c,f3,48
e23d,f3,49
e23e,f3,4a
e23f,f3,4b
e240,f3,4c
e241,f3,4d
e242,f3,4e
e243,f3,4f
e244,f3,50
e245,f3,51
e246,f3,52
e247,f3,53
e248,f3,54
e249,f3,55
e24a,f3,56
e24b,f3,57
e24c,f3,58
e24d,f3,59
e24e,f3,5a
e24f,f3,5b
e250,f3,5c
e251,f3,5d
e252,f3,5e
e253,f3,5f
e254,f3,60
e255,f3,61
e256,f3,62
e257,f3,63
e258,f3,64
e259,f3,65
e25a,f3,66
e25b,f3,67
e25c,f3,68
e25d,f3,69
e25e,f3,6a
e25f,f3,6b
e260,f3,6c
e261,f3,6d
e262,f3,6e
e263,f3,6f
e264,f3,70
e265,f3,71
e266,f3,72
e267,f3,73
e268,f3,74
e269,f3,75
e26a,f3,76
e26b,f3,77
e26c,f3,78
e26d,f3,79
e26e,f3,7a
e26f,f3,7b
e270,f3,7c
e271,f3,7d
e272,f3,7e
e273,f3,80
e274,f3,81
e275,f3,82
e276,f3,83
e277,f3,84
e278,f3,85
e279,f3,86
e27a,f3,87
e27b,f3,88
e27c,f3,89
e27d,f3,8a
e27e,f3,8b
e27f,f3,8c
e280,f3,8d
e281,f3,8e
e282,f3,8f
e283,f3,90
e284,f3,91
e285,f3,92
e286,f3,93
e287,f3,94
e288,f3,95
e289,f3,96
e28a,f3,97
e28b,f3,98
e28c,f3,99
e28d,f3,9a
e28e,f3,9b
e28f,f3,9c
e290,f3,9d
e291,f3,9e
e292,f3,9f
e293,f3,a0
e294,f3,a1
e295,f3,a2
e296,f3,a3
e297,f3,a4
e298,f3,a5
e299,f3,a6
e29a,f3,a7
e29b,f3,a8
e29c,f3,a9
e29d,f3,aa
e29e,f3,ab
e29f,f3,ac
e2a0,f3,ad
e2a1,f3,ae
e2a2,f3,af
e2a3,f3,b0
e2a4,f3,b1
e2a5,f3,b2
e2a6,f3,b3
e2a7,f3,b4
e2a8,f3,b5
e2a9,f3,b6
e2aa,f3,b7
e2ab,f3,b8
e2ac,f3,b9
e2ad,f3,ba
e2ae,f3,bb
e2af,f3,bc
e2b0,f3,bd
e2b1,f3,be
e2b2,f3,bf
e2b3,f3,c0
e2b4,f3,c1
e2b5,f3,c2
e2b6,f3,c3
e2b7,f3,c4
e2b8,f3,c5
e2b9,f3,c6
e2ba,f3,c7
e2bb,f3,c8
e2bc,f3,c9
e2bd,f3,ca
e2be,f3,cb
e2bf,f3,cc
e2c0,f3,cd
e2c1,f3,ce
e2c2,f3,cf
e2c3,f3,d0
e2c4,f3,d1
e2c5,f3,d2
e2c6,f3,d3
e2c7,f3,d4
e2c8,f3,d5
e2c9,f3,d6
e2ca,f3,d7
e2cb,f3,d8
e2cc,f3,d9
e2cd,f3,da
e2ce,f3,db
e2cf,f3,dc
e2d0,f3,dd
e2d1,f3,de
e2d2,f3,df
e2d3,f3,e0
e2d4,f3,e1
e2d5,f3,e2
e2d6,f3,e3
e2d7,f3,e4
e2d8,f3,e5
e2d9,f3,e6
e2da,f3,e7
e2db,f3,e8
e2dc,f3,e9
e2dd,f3,ea
e2de,f3,eb
e2df,f3,ec
e2e0,f3,ed
e2e1,f3,ee
e2e2,f3,ef
e2e3,f3,f0
e2e4,f3,f1
e2e5,f3,f2
e2e6,f3,f3
e2e7,f3,f4
e2e8,f3,f5
e2e9,f3,f6
e2ea,f3,f7
e2eb,f3,f8
e2ec,f3,f9
e2ed,f3,fa
e2ee,f3,fb
e2ef,f3,fc
e2f0,f4,40
e2f1,f4,41
e2f2,f4,42
e2f3,f4,43
e2f4,f4,44
e2f5,f4,45
e2f6,f4,46
e2f7,f4,47
e2f8,f4,48
e2f9,f4,49
e2fa,f4,4a
e2fb,f4,4b
e2fc,f4,4c
e2fd,f4,4d
e2fe,f4,4e
e2ff,f4,4f
e300,f4,50
e301,f4,51
e302,f4,52
e303,f4,53
e304,f4,54
e305,f4,55
e306,f4,56
e307,f4,57
e308,f4,58
e309,f4,59
e30a,f4,5a
e30b,f4,5b
e30c,f4,5c
e30d,f4,5d
e30e,f4,5e
e30f,f4,5f
e310,f4,60
e311,f4,61
e312,f4,62
e313,f4,63
e314,f4,64
e315,f4,65
e316,f4,66
e317,f4,67
e318,f4,68
e319,f4,69
e31a,f4,6a
e31b,f4,6b
e31c,f4,6c
e31d,f4,6d
e31e,f4,6e
e31f,f4,6f
e320,f4,70
e321,f4,71
e322,f4,72
e323,f4,73
e324,f4,74
e325,f4,75
e326,f4,76
e327,f4,77
e328,f4,78
e329,f4,79
e32a,f4,7a
e32b,f4,7b
e32c,f4,7c
e32d,f4,7d
e32e,f4,7e
e32f,f4,80
e330,f4,81
e331,f4,82
e332,f4,83
e333,f4,84
e334,f4,85
e335,f4,86
e336,f4,87
e337,f4,88
e338,f4,89
e339,f4,8a
e33a,f4,8b
e33b,f4,8c
e33c,f4,8d
e33d,f4,8e
e33e,f4,8f
e33f,f4,90
e340,f4,91
e341,f4,92
e342,f4,93
e343,f4,94
e344,f4,95
e345,f4,96
e346,f4,97
e347,f4,98
e348,f4,99
e349,f4,9a
e34a,f4,9b
e34b,f4,9c
e34c,f4,9d
e34d,f4,9e
e34e,f4,9f
e34f,f4,a0
e350,f4,a1
e351,f4,a2
e352,f4,a3
e353,f4,a4
e354,f4,a5
e355,f4,a6
e356,f4,a7
e357,f4,a8
e358,f4,a9
e359,f4,aa
e35a,f4,ab
e35b,f4,ac
e35c,f4,ad
e35d,f4,ae
e35e,f4,af
e35f,f4,b0
e360,f4,b1
e361,f4,b2
e362,f4,b3
e363,f4,b4
e364,f4,b5
e365,f4,b6
e366,f4,b7
e367,f4,b8
e368,f4,b9
e369,f4,ba
e36a,f4,bb
e36b,f4,bc
e36c,f4,bd
e36d,f4,be
e36e,f4,bf
e36f,f4,c0
e370,f4,c1
e371,f4,c2
e372,f4,c3
e373,f4,c4
e374,f4,c5
e375,f4,c6
e376,f4,c7
e377,f4,c8
e378,f4,c9
e379,f4,ca
e37a,f4,cb
e37b,f4,cc
e37c,f4,cd
e37d,f4,ce
e37e,f4,cf
e37f,f4,d0
e380,f4,d1
e381,f4,d2
e382,f4,d3
e383,f4,d4
e384,f4,d5
e385,f4,d6
e386,f4,d7
e387,f4,d8
e388,f4,d9
e389,f4,da
e38a,f4,db
e38b,f4,dc
e38c,f4,dd
e38d,f4,de
e38e,f4,df
e38f,f4,e0
e390,f4,e1
e391,f4,e2
e392,f4,e3
e393,f4,e4
e394,f4,e5
e395,f4,e6
e396,f4,e7
e397,f4,e8
e398,f4,e9
e399,f4,ea
e39a,f4,eb
e39b,f4,ec
e39c,f4,ed
e39d,f4,ee
e39e,f4,ef
e39f,f4,f0
e3a0,f4,f1
e3a1,f4,f2
e3a2,f4,f3
e3a3,f4,f4
e3a4,f4,f5
e3a5,f4,f6
e3a6,f4,f7
e3a7,f4,f8
e3a8,f4,f9
e3a9,f4,fa
e3aa,f4,fb
e3ab,f4,fc
e3ac,f5,40
e3ad,f5,41
e3ae,f5,42
e3af,f5,43
e3b0,f5,44
e3b1,f5,45
e3b2,f5,46
e3b3,f5,47
e3b4,f5,48
e3b5,f5,49
e3b6,f5,4a
e3b7,f5,4b
e3b8,f5,4c
e3b9,f5,4d
e3ba,f5,4e
e3bb,f5,4f
e3bc,f5,50
e3bd,f5,51
e3be,f5,52
e3bf,f5,53
e3c0,f5,54
e3c1,f5,55
e3c2,f5,56
e3c3,f5,57
e3c4,f5,58
e3c5,f5,59
e3c6,f5,5a
e3c7,f5,5b
e3c8,f5,5c
e3c9,f5,5d
e3ca,f5,5e
e3cb,f5,5f
e3cc,f5,60
e3cd,f5,61
e3ce,f5,62
e3cf,f5,63
e3d0,f5,64
e3d1,f5,65
e3d2,f5,66
e3d3,f5,67
e3d4,f5,68
e3d5,f5,69
e3d6,f5,6a
e3d7,f5,6b
e3d8,f5,6c
e3d9,f5,6d
e3da,f5,6e
e3db,f5,6f
e3dc,f5,70
e3dd,f5,71
e3de,f5,72
e3df,f5,73
e3e0,f5,74
e3e1,f5,75
e3e2,f5,76
e3e3,f5,77
e3e4,f5,78
e3e5,f5,79
e3e6,f5,7a
e3e7,f5,7b
e3e8,f5,7c
e3e9,f5,7d
e3ea,f5,7e
e3eb,f5,80
e3ec,f5,81
e3ed,f5,82
e3ee,f5,83
e3ef,f5,84
e3f0,f5,85
e3f1,f5,86
e3f2,f5,87
e3f3,f5,88
e3f4,f5,89
e3f5,f5,8a
e3f6,f5,8b
e3f7,f5,8c
e3f8,f5,8d
e3f9,f5,8e
e3fa,f5,8f
e3fb,f5,90
e3fc,f5,91
e3fd,f5,92
e3fe,f5,93
e3ff,f5,94
e400,f5,95
e401,f5,96
e402,f5,97
e403,f5,98
e404,f5,99
e405,f5,9a
e406,f5,9b
e407,f5,9c
e408,f5,9d
e409,f5,9e
e40a,f5,9f
e40b,f5,a0
e40c,f5,a1
e40d,f5,a2
e40e,f5,a3
e40f,f5,a4
e410,f5,a5
e411,f5,a6
e412,f5,a7
e413,f5,a8
e414,f5,a9
e415,f5,aa
e416,f5,ab
e417,f5,ac
e418,f5,ad
e419,f5,ae
e41a,f5,af
e41b,f5,b0
e41c,f5,b1
e41d,f5,b2
e41e,f5,b3
e41f,f5,b4
e420,f5,b5
e421,f5,b6
e422,f5,b7
e423,f5,b8
e424,f5,b9
e425,f5,ba
e426,f5,bb
e427,f5,bc
e428,f5,bd
e429,f5,be
e42a,f5,bf
e42b,f5,c0
e42c,f5,c1
e42d,f5,c2
e42e,f5,c3
e42f,f5,c4
e430,f5,c5
e431,f5,c6
e432,f5,c7
e433,f5,c8
e434,f5,c9
e435,f5,ca
e436,f5,cb
e437,f5,cc
e438,f5,cd
e439,f5,ce
e43a,f5,cf
e43b,f5,d0
e43c,f5,d1
e43d,f5,d2
e43e,f5,d3
e43f,f5,d4
e440,f5,d5
e441,f5,d6
e442,f5,d7
e443,f5,d8
e444,f5,d9
e445,f5,da
e446,f5,db
e447,f5,dc
e448,f5,dd
e449,f5,de
e44a,f5,df
e44b,f5,e0
e44c,f5,e1
e44d,f5,e2
e44e,f5,e3
e44f,f5,e4
e450,f5,e5
e451,f5,e6
e452,f5,e7
e453,f5,e8
e454,f5,e9
e455,f5,ea
e456,f5,eb
e457,f5,ec
e458,f5,ed
e459,f5,ee
e45a,f5,ef
e45b,f5,f0
e45c,f5,f1
e45d,f5,f2
e45e,f5,f3
e45f,f5,f4
e460,f5,f5
e461,f5,f6
e462,f5,f7
e463,f5,f8
e464,f5,f9
e465,f5,fa
e466,f5,fb
e467,f5,fc
e468,f6,40
e469,f6,41
e46a,f6,42
e46b,f6,43
e46c,f6,44
e46d,f6,45
e46e,f6,46
e46f,f6,47
e470,f6,48
e471,f6,49
e472,f6,4a
e473,f6,4b
e474,f6,4c
e475,f6,4d
e476,f6,4e
e477,f6,4f
e478,f6,50
e479,f6,51
e47a,f6,52
e47b,f6,53
e47c,f6,54
e47d,f6,55
e47e,f6,56
e47f,f6,57
e480,f6,58
e481,f6,59
e482,f6,5a
e483,f6,5b
e484,f6,5c
e485,f6,5d
e486,f6,5e
e487,f6,5f
e488,f6,60
e489,f6,61
e48a,f6,62
e48b,f6,63
e48c,f6,64
e48d,f6,65
e48e,f6,66
e48f,f6,67
e490,f6,68
e491,f6,69
e492,f6,6a
e493,f6,6b
e494,f6,6c
e495,f6,6d
e496,f6,6e
e497,f6,6f
e498,f6,70
e499,f6,71
e49a,f6,72
e49b,f6,73
e49c,f6,74
e49d,f6,75
e49e,f6,76
e49f,f6,77
e4a0,f6,78
e4a1,f6,79
e4a2,f6,7a
e4a3,f6,7b
e4a4,f6,7c
e4a5,f6,7d
e4a6,f6,7e
e4a7,f6,80
e4a8,f6,81
e4a9,f6,82
e4aa,f6,83
e4ab,f6,84
e4ac,f6,85
e4ad,f6,86
e4ae,f6,87
e4af,f6,88
e4b0,f6,89
e4b1,f6,8a
e4b2,f6,8b
e4b3,f6,8c
e4b4,f6,8d
e4b5,f6,8e
e4b6,f6,8f
e4b7,f6,90
e4b8,f6,91
e4b9,f6,92
e4ba,f6,93
e4bb,f6,94
e4bc,f6,95
e4bd,f6,96
e4be,f6,97
e4bf,f6,98
e4c0,f6,99
e4c1,f6,9a
e4c2,f6,9b
e4c3,f6,9c
e4c4,f6,9d
e4c5,f6,9e
e4c6,f6,9f
e4c7,f6,a0
e4c8,f6,a1
e4c9,f6,a2
e4ca,f6,a3
e4cb,f6,a4
e4cc,f6,a5
e4cd,f6,a6
e4ce,f6,a7
e4cf,f6,a8
e4d0,f6,a9
e4d1,f6,aa
e4d2,f6,ab
e4d3,f6,ac
e4d4,f6,ad
e4d5,f6,ae
e4d6,f6,af
e4d7,f6,b0
e4d8,f6,b1
e4d9,f6,b2
e4da,f6,b3
e4db,f6,b4
e4dc,f6,b5
e4dd,f6,b6
e4de,f6,b7
e4df,f6,b8
e4e0,f6,b9
e4e1,f6,ba
e4e2,f6,bb
e4e3,f6,bc
e4e4,f6,bd
e4e5,f6,be
e4e6,f6,bf
e4e7,f6,c0
e4e8,f6,c1
e4e9,f6,c2
e4ea,f6,c3
e4eb,f6,c4
e4ec,f6,c5
e4ed,f6,c6
e4ee,f6,c7
e4ef,f6,c8
e4f0,f6,c9
e4f1,f6,ca
e4f2,f6,cb
e4f3,f6,cc
e4f4,f6,cd
e4f5,f6,ce
e4f6,f6,cf
e4f7,f6,d0
e4f8,f6,d1
e4f9,f6,d2
e4fa,f6,d3
e4fb,f6,d4
e4fc,f6,d5
e4fd,f6,d6
e4fe,f6,d7
e4ff,f6,d8
e500,f6,d9
e501,f6,da
e502,f6,db
e503,f6,dc
e504,f6,dd
e505,f6,de
e506,f6,df
e507,f6,e0
e508,f6,e1
e509,f6,e2
e50a,f6,e3
e50b,f6,e4
e50c,f6,e5
e50d,f6,e6
e50e,f6,e7
e50f,f6,e8
e510,f6,e9
e511,f6,ea
e512,f6,eb
e513,f6,ec
e514,f6,ed
e515,f6,ee
e516,f6,ef
e517,f6,f0
e518,f6,f1
e519,f6,f2
e51a,f6,f3
e51b,f6,f4
e51c,f6,f5
e51d,f6,f6
e51e,f6,f7
e51f,f6,f8
e520,f6,f9
e521,f6,fa
e522,f6,fb
e523,f6,fc
e524,f7,40
e525,f7,41
e526,f7,42
e527,f7,43
e528,f7,44
e529,f7,45
e52a,f7,46
e52b,f7,47
e52c,f7,48
e52d,f7,49
e52e,f7,4a
e52f,f7,4b
e530,f7,4c
e531,f7,4d
e532,f7,4e
e533,f7,4f
e534,f7,50
e535,f7,51
e536,f7,52
e537,f7,53
e538,f7,54
e539,f7,55
e53a,f7,56
e53b,f7,57
e53c,f7,58
e53d,f7,59
e53e,f7,5a
e53f,f7,5b
e540,f7,5c
e541,f7,5d
e542,f7,5e
e543,f7,5f
e544,f7,60
e545,f7,61
e546,f7,62
e547,f7,63
e548,f7,64
e549,f7,65
e54a,f7,66
e54b,f7,67
e54c,f7,68
e54d,f7,69
e54e,f7,6a
e54f,f7,6b
e550,f7,6c
e551,f7,6d
e552,f7,6e
e553,f7,6f
e554,f7,70
e555,f7,71
e556,f7,72
e557,f7,73
e558,f7,74
e559,f7,75
e55a,f7,76
e55b,f7,77
e55c,f7,78
e55d,f7,79
e55e,f7,7a
e55f,f7,7b
e560,f7,7c
e561,f7,7d
e562,f7,7e
e563,f7,80
e564,f7,81
e565,f7,82
e566,f7,83
e567,f7,84
e568,f7,85
e569,f7,86
e56a,f7,87
e56b,f7,88
e56c,f7,89
e56d,f7,8a
e56e,f7,8b
e56f,f7,8c
e570,f7,8d
e571,f7,8e
e572,f7,8f
e573,f7,90
e574,f7,91
e575,f7,92
e576,f7,93
e577,f7,94
e578,f7,95
e579,f7,96
e57a,f7,97
e57b,f7,98
e57c,f7,99
e57d,f7,9a
e57e,f7,9b
e57f,f7,9c
e580,f7,9d
e581,f7,9e
e582,f7,9f
e583,f7,a0
e584,f7,a1
e585,f7,a2
e586,f7,a3
e587,f7,a4
e588,f7,a5
e589,f7,a6
e58a,f7,a7
e58b,f7,a8
e58c,f7,a9
e58d,f7,aa
e58e,f7,ab
e58f,f7,ac
e590,f7,ad
e591,f7,ae
e592,f7,af
e593,f7,b0
e594,f7,b1
e595,f7,b2
e596,f7,b3
e597,f7,b4
e598,f7,b5
e599,f7,b6
e59a,f7,b7
e59b,f7,b8
e59c,f7,b9
e59d,f7,ba
e59e,f7,bb
e59f,f7,bc
e5a0,f7,bd
e5a1,f7,be
e5a2,f7,bf
e5a3,f7,c0
e5a4,f7,c1
e5a5,f7,c2
e5a6,f7,c3
e5a7,f7,c4
e5a8,f7,c5
e5a9,f7,c6
e5aa,f7,c7
e5ab,f7,c8
e5ac,f7,c9
e5ad,f7,ca
e5ae,f7,cb
e5af,f7,cc
e5b0,f7,cd
e5b1,f7,ce
e5b2,f7,cf
e5b3,f7,d0
e5b4,f7,d1
e5b5,f7,d2
e5b6,f7,d3
e5b7,f7,d4
e5b8,f7,d5
e5b9,f7,d6
e5ba,f7,d7
e5bb,f7,d8
e5bc,f7,d9
e5bd,f7,da
e5be,f7,db
e5bf,f7,dc
e5c0,f7,dd
e5c1,f7,de
e5c2,f7,df
e5c3,f7,e0
e5c4,f7,e1
e5c5,f7,e2
e5c6,f7,e3
e5c7,f7,e4
e5c8,f7,e5
e5c9,f7,e6
e5ca,f7,e7
e5cb,f7,e8
e5cc,f7,e9
e5cd,f7,ea
e5ce,f7,eb
e5cf,f7,ec
e5d0,f7,ed
e5d1,f7,ee
e5d2,f7,ef
e5d3,f7,f0
e5d4,f7,f1
e5d5,f7,f2
e5d6,f7,f3
e5d7,f7,f4
e5d8,f7,f5
e5d9,f7,f6
e5da,f7,f7
e5db,f7,f8
e5dc,f7,f9
e5dd,f7,fa
e5de,f7,fb
e5df,f7,fc
e5e0,f8,40
e5e1,f8,41
e5e2,f8,42
e5e3,f8,43
e5e4,f8,44
e5e5,f8,45
e5e6,f8,46
e5e7,f8,47
e5e8,f8,48
e5e9,f8,49
e5ea,f8,4a
e5eb,f8,4b
e5ec,f8,4c
e5ed,f8,4d
e5ee,f8,4e
e5ef,f8,4f
e5f0,f8,50
e5f1,f8,51
e5f2,f8,52
e5f3,f8,53
e5f4,f8,54
e5f5,f8,55
e5f6,f8,56
e5f7,f8,57
e5f8,f8,58
e5f9,f8,59
e5fa,f8,5a
e5fb,f8,5b
e5fc,f8,5c
e5fd,f8,5d
e5fe,f8,5e
e5ff,f8,5f
e600,f8,60
e601,f8,61
e602,f8,62
e603,f8,63
e604,f8,64
e605,f8,65
e606,f8,66
e607,f8,67
e608,f8,68
e609,f8,69
e60a,f8,6a
e60b,f8,6b
e60c,f8,6c
